company,ipo,founding
Galileo Technology Inc,19970728,1993
Net.B@NK Inc,19970728,1997
Corsair Communications Inc,19970729,1994
@Entertainment Inc,19970730,1990
American Champion,19970730,1997
Information Management Assocs,19970730,1990
Vestcom International Inc,19970730,1996
Visual Data Corp,19970730,1993
Continental Natural Gas Inc,19970731,1993
Concentric Network Corp,19970801,1991
Hall Kinion & Associates Inc,19970804,1991
Ocular Sciences Inc,19970804,1985
Eagle Geophysical Inc,19970805,1993
Carrizo Oil & Gas Inc,19970806,1993
Pegasus Systems Inc,19970806,1989
Progenitor(Internueron Pharms),19970806,1992
QAD Inc,19970806,1979
GlobeComm Systems Inc,19970807,1994
Hyseq Inc,19970807,1991
Ispat International,19970807,1976
A Consulting Team Inc,19970808,1983
Innova Corp,19970808,1991
Omtool Ltd(ASA International),19970808,1991
Warner Chilcott PLC,19970808,1968
Computer Motion Inc,19970811,1989
Fine.com Corp,19970811,1994
CorporateFamily Solutions Inc,19970812,1987
Syntel Inc,19970812,1980
On Stage Entertainment,19970813,1985
Sterigenics International Inc,19970813,1978
Aehr Test Systems Inc,19970814,1977
Discas Inc,19970814,1987
International Isotopes Inc,19970814,1995
Trendwest Resorts,19970814,1989
LeukoSite Inc,19970815,1992
Clearview Cinema Group Inc,19970818,1994
Positron Fiber Systems Corp,19970818,1983
Vision Twenty-One Inc,19970818,1984
U S Liquids Inc,19970819,1996
CTB International Corp,19970820,1995
OrthAlliance Inc,19970821,1996
Premium Cigars International,19970821,1996
INSpire Insurance Solutions,19970822,1995
Kendle International Inc,19970822,1989
Authentic Specialty Foods Inc,19970827,1917
ExecuStay Corp,19970827,1986
Compass Plastics,19970903,1952
AutoCyte Inc,19970905,1996
Signature Eyewear Inc,19970911,1983
Castle Dental Centers Inc,19970912,1981
MegaBios Corp,19970915,1992
Box Hill Systems Corp,19970916,1988
FARO Technologies Inc,19970917,1984
Security Capital Group Inc,19970917,1991
Children's Place Retail Stores,19970918,1969
Coyote Sports Inc,19970918,1913
Il Fornaio Corp,19970918,1980
UNIFAB International Inc,19970918,1980
International Total Services,19970919,1978
ProBusiness Services Inc,19970919,1984
First International Bancorp,19970922,1985
Isonics Corp,19970922,1992
Avis Rent A Car Inc,19970923,1957
Boron LePore & Associates Inc,19970923,1981
EduTrek International Inc,19970923,1970
Industrial Distribution Group,19970923,1972
JD Edwards & Company,19970923,1977
Tefron Ltd,19970923,1977
Asia Electronics Holding Co,19970924,1992
BridgeStreet Accommodations,19970924,1996
DIDAX Inc,19970924,1993
RADCOM Ltd,19970924,1985
Star Buffet Inc,19970924,1987
ACS Electronics Ltd,19970925,1985
Advantage Learning System Inc,19970925,1986
Big Dog Holdings Inc,19970925,1993
Pervasive Software Inc,19970925,1993
"Prime Bancshares Inc, Texas",19970925,1958
Network Solutions Inc(SAIC),19970926,1979
NextLink Communications Inc,19970926,1994
Bell Canada International Inc,19970929,1988
Gulf Indonesia Resources,19970929,1925
Best Software Inc,19970930,1982
Engel General Developers Ltd,19970930,1977
Ivex Packaging Corp,19970930,1967
Omega Research Inc,19970930,1982
Power-One Inc,19970930,1973
RSL Communications Ltd,19970930,1990
Corixa Corp,19971001,1994
OSI Systems Inc,19971001,1987
Petersen Companies Inc,19971001,1948
SPR Inc,19971001,1973
Securacom Inc,19971001,1987
Cognicase Inc,19971002,1991
SCM Microsystems Inc,19971006,1990
Jevic Transportation Inc,19971007,1981
Logility Inc,19971007,1992
Microcell Telecommunications,19971007,1992
Trimeris Inc,19971007,1993
American Italian Pasta Co,19971008,1986
Renex Corp,19971008,1993
A C Moore Arts & Crafts Inc,19971009,1985
Startec Global Communications,19971009,1989
USA Floral Products Inc,19971009,1947
Intercorp Excelle Inc,19971010,1997
Kofax Image Products,19971010,1985
National Research Corp,19971010,1981
Stoneridge Inc,19971010,1930
Track 'n Trail Inc,19971010,1980
CH Robinson Worldwide Inc,19971015,1905
Concord Communications Inc,19971015,1980
Mac-Gray Corporation,19971016,1927
Vari Lite International Inc,19971016,1981
N2K Inc,19971017,1995
Neutral Posture Ergonomics Inc,19971020,1990
Petroglyph Energy Inc,19971020,1993
Toymax International Inc,19971020,1990
Rock of Ages Corp,19971021,1925
Ameripath Inc,19971022,1996
Audio Book Club Inc,19971022,1993
Dril-Quip Inc,19971022,1981
Innovative Valve Technologies,19971022,1937
Intl Manufacturing Svcs Inc,19971022,1983
White Cap Industries Inc,19971022,1976
Fresh Del Monte Produce Inc,19971023,1892
ITC Deltacom,19971023,1992
Paula Financial Co,19971023,1946
OutSource International Inc,19971024,1974
Priority Healthcare Corp,19971024,1984
Beringer Wine Estates Holdings,19971028,1876
Casella Waste Systems Inc,19971028,1975
MMC Networks Inc,19971028,1992
Metromedia Fiber Network Inc,19971028,1993
Tropical Sportswear Intl Corp,19971028,1927
Group 1 Automotive Inc,19971029,1917
Zymetx Inc,19971029,1994
AVTEAM Inc,19971030,1991
Capital Senior Living Corp,19971030,1990
Faroudja Inc,19971030,1971
Novamerican Steel Inc,19971030,1979
TransCoastal Marine Services,19971030,1950
UBICS Inc,19971030,1993
Pericom Semiconductor Corp,19971031,1990
AMF Bowling Inc,19971103,1946
Bayard Drilling Technologies,19971104,1982
Celerity Systems Inc,19971104,1993
Dental Care Alliance Inc,19971104,1993
Excel Switching Corp,19971104,1988
T&W Financial Corp,19971104,1976
Young Innovations Inc,19971104,1995
"Bay Bancshares, Laporte, TX",19971105,1965
CTI Industries Corp,19971105,1975
Cadillac Fairview Corp,19971105,1974
International Aircraft,19971105,1988
LINC Group Inc,19971105,1975
American Skiing Co,19971106,1980
Group Maintenance America,19971106,1901
Precision Auto Care Inc,19971106,1987
Somnus Medical Technologies,19971106,1996
Bright Horizons Holdings Inc,19971107,1986
Sonic Automotive Inc,19971110,1966
Novacare Employee Services Inc,19971111,1992
"CIT Group, Inc.",19971112,1924
Hybrid Networks Inc,19971112,1990
Metro-Goldwyn-Mayer Inc,19971112,1930
Hypercom Corp,19971113,1978
IRI International Corp,19971113,1985
Mettler-Toledo International,19971113,1990
SportsLine USA Inc,19971113,1994
US Timberlands Company LP,19971113,1920
C3 Inc,19971114,1995
Friendly Ice Cream Corp,19971114,1935
Landmark Systems Corp,19971117,1982
Franchise Mortgage Acceptance,19971118,1991
International Home Foods Inc,19971118,1899
Noble International Ltd,19971118,1993
Software AG Systems Inc,19971118,1973
InterVU Inc,19971119,1995
Preview Travel Inc,19971119,1985
Progenics Pharmaceuticals Inc,19971119,1986
American Physician Partners,19971120,1996
CrossZ Software Corp,19971120,1997
Dan River Inc,19971120,1882
Denali Inc,19971120,1994
Oyo Geospace(Oyo),19971120,1980
PRT Group Inc,19971120,1989
Rayovac Co(Thomas H Lee Co),19971120,1921
Affiliated Managers Group,19971121,1988
Applied Films Corp,19971121,1976
Gene Logic Inc,19971121,1994
HealthWorld Corp,19971121,1996
HomeUSA Inc,19971121,1996
RealNetworks Inc,19971121,1994
Teligent Inc,19971121,1996
Benckiser NV,19971124,1982
Bioanalytical Systems,19971124,1974
Electric Lightwave Inc,19971124,1986
Holt's Cigar Holding Inc,19971124,1898
Let's Talk Cellular & Wireless,19971124,1989
Motor Cargo Industries,19971124,1922
Paper Warehouse Inc,19971124,1987
Trammell Crow Co,19971124,1948
Apex Silver Mines Ltd,19971125,1996
Applied Micro Circuits Corp,19971125,1979
GameTech International Inc,19971125,1994
Howmet International Inc,19971125,1926
Meadowcraft Inc,19971125,1985
Shopping.com,19971125,1996
Stirling Cooke Brown Holdings,19971125,1995
Brass Eagle Inc,19971126,1995
Medical Science Systems Inc,19971126,1990
Nanophase Technologies Corp,19971126,1989
US Vision Inc,19971201,1967
MPW Industrial Services Group,19971202,1972
ImageMAX Inc,19971203,1984
MetroNet Communications Corp,19971203,1995
Gilat Communications LTD,19971204,1990
Midway Airlines Corp,19971204,1993
OMNI Energy Services Corp,19971204,1987
USWeb Corp,19971205,1995
Broughton Foods Co,19971208,1933
ICOS Vision Systems Corp,19971209,1989
Thermo Vision(Thermo Inst),19971210,1995
Focal Inc,19971211,1991
Spectra Physics Lasers Inc,19971211,1961
ESG Re Ltd,19971212,1997
FlexiInternational Software,19971212,1990
Power Integrations Inc,19971212,1988
Conning Corp (Great American),19971215,1910
CrossKeys Systems Corp,19971216,1992
Dollar Thrifty Automotive,19971216,1950
Princeton Video Image Inc,19971216,1990
Delco Remy International Inc,19971217,1911
IC Isaacs & Company Inc,19971217,1913
Information Advantage Software,19971217,1992
Tier Technologies Inc,19971217,1991
Lecg Inc,19971218,1988
Made2Manage Systems Inc,19971218,1986
United Rentals Inc,19971218,1952
Big City Radio Inc,19971219,1994
PacificHealth Laboratories,19971219,1995
Friedman Billings Ramsey Group,19971223,1989
Diversified Senior Services,19980109,1996
800 Travel Systems Inc,19980115,1995
Standard Automotive Corp,19980122,1997
Tag-It Pacific Inc,19980123,1997
Integrated Electrical Services,19980126,1962
Career Education Corp,19980128,1994
Noga Electronics Ltd,19980128,1986
Hawker Pacific Aerospace,19980129,1980
Keebler Foods Co,19980129,1853
Mercury Computer Systems Inc,19980129,1981
Merge Technologies Inc,19980129,1986
Steven Myers & Associates Inc,19980129,1985
VeriSign Inc,19980129,1995
AquaPenn Spring Water Co Inc,19980130,1986
Artisan Components Inc,19980202,1991
USN Communications,19980203,1993
BMJ Medical Management Inc,19980204,1996
Global TeleSystems Group Inc,19980204,1983
"Headlands Mortgage Corp, CA",19980204,1981
Miller Exploration Co,19980204,1925
Royal Olympic Cruises Inc,19980204,1995
Vysis Inc,19980204,1991
Condor Technology Solutions,19980205,1996
Visual Networks,19980205,1994
ACSYS Inc,19980206,1997
Dispatch Management Services,19980206,1996
Jinpan International Ltd,19980206,1997
1-800 CONTACTS INC,19980209,1995
CDnow Inc,19980209,1994
"Crusader Holding Corp,  PA",19980210,1943
Duane Reade Inc,19980210,1960
Province Healthcare Co,19980210,1975
Tam Restaurants Inc,19980210,1996
Birner Dental Mngmt Svcs Inc,19980211,1995
Advanced Communications Group,19980212,1987
Ambient Corporation,19980212,1996
Astropower Inc,19980212,1983
Balanced Care Corp,19980212,1995
CulturalAccessWorldwide Inc,19980212,1983
Icon CMT Corp,19980212,1991
"Micromuse, Inc",19980212,1989
Quanta Services Inc,19980212,1997
"Republic Banking Corp, Miami",19980212,1965
American Safety Insurance Hld,19980213,1986
First Consulting Group Inc,19980213,1980
Symphonix Devices Inc,19980213,1994
Steelcase Inc,19980217,1912
PMCC Financial Corp,19980218,1991
Decoma International,19980220,1957
DoubleClick Inc,19980220,1996
Nutraceutical International,19980220,1993
Genesis Microchip Inc,19980223,1987
Midwest Banc Holdings Inc,19980223,1983
C2I Solutions Inc,19980224,1997
Shoe Pavilion Inc,19980224,1979
Associated Materials Inc,19980226,1986
Compass International Svcs,19980227,1997
Galvestons Steakhouse Corp,19980227,1996
PC Connection Inc,19980303,1983
SurModics Inc,19980303,1979
Extended Systems Inc,19980304,1984
ViaGrafix Corp,19980304,1989
Waddell & Reed Financial Inc,19980304,1937
CompX International Inc,19980306,1993
Ladish Co Inc,19980309,1987
Pentacon Inc,19980309,1997
Ritchie Bros Auctioneers Inc,19980309,1963
Championship Auto Racing Teams,19980310,1978
BNC Mortgage Inc,19980311,1995
CSK Auto Corp,19980312,1917
"Cowlitz Bancorp, Longview, WA",19980312,1978
Newmark Homes Corp,19980312,1983
Reltec Corp,19980312,1995
Command Systems Inc,19980313,1985
DSET Corp,19980313,1989
Fundtech Ltd,19980313,1993
Grand Court Lifestyles Inc,19980313,1996
Integrated Sensor Solutions In,19980313,1989
LJL Biosystems,19980313,1988
PawnMart Inc,19980317,1994
CuraGen Corp,19980318,1991
Exodus Communications Inc,19980318,1995
CyberShop International Inc,19980323,1994
EarthShell Corp,19980323,1992
ISS Group Inc,19980323,1992
Pentegra Dental Group Inc,19980324,1997
CPS Systems Inc,19980325,1975
ONIX Systems Inc,19980325,1994
Columbia Sportswear Co,19980326,1938
Frisby Technologies Inc,19980401,1989
Harvey Electronics Inc,19980401,1926
Horizon Offshore Inc,19980401,1995
Rollerball International Inc,19980401,1994
Freedom Securities Corp,19980402,1975
Happy Kids Inc,19980402,1988
Omega Protein Corporation,19980402,1913
Cavanaughs Hospitality Corp,19980403,1969
Annuity and Life RE Holdings,19980408,1997
CUMETRIX Inc,19980408,1996
Global-Tech Appliances,19980408,1991
Schein Pharmaceutical Inc,19980408,1985
Dearborn Bancorp Inc,19980409,1992
Indigo Aviation AB,19980409,1988
Nanogen Inc,19980413,1991
Horizon Medical Products Inc,19980414,1990
American Dental Partners Inc,19980415,1995
BrightStar Information Tech,19980416,1987
Broadcom Corp,19980416,1991
LJ International Inc,19980416,1987
Cunningham Graphics Inter Inc,19980422,1989
Charles River Associates Inc,19980423,1965
Iomed Inc,19980423,1974
Manhattan Associates Inc,19980423,1990
US LEC Corp,19980423,1996
United Panam Financial Corp,19980423,1994
DA Consulting Group Inc,19980424,1984
Industrial Rubber Products Inc,19980424,1986
Mobius Management Systems Inc,19980427,1981
Aspec Technology Inc,19980428,1991
Provant Inc,19980428,1996
Ziff-Davis Inc(Softbank Corp),19980428,1927
First Virtual Corp,19980429,1993
Amkor Technology Inc,19980430,1970
Brio Technology Inc,19980430,1989
Heller Financial Inc,19980430,1919
Tristar Aerospace Co,19980430,1973
Rock Financial Corp,19980501,1985
United Road Services Inc,19980501,1997
Hyperion Telecommunications,19980504,1991
Caliber Learning Network Inc,19980505,1996
Innotrac Corp,19980506,1984
ATG Inc,19980507,1976
Dorel Industries Inc,19980507,1962
Genesis Direct Inc,19980507,1995
Sherwood Brands Inc,19980507,1982
CombiChem,19980508,1994
Evolving Systems Inc,19980511,1985
MGC Communications Inc,19980511,1996
Sauer,19980511,1960
Verio Inc,19980511,1996
Hawk Corp,19980512,1989
"PBOC Holdings Inc, CA",19980512,1987
Young & Rubicam Inc,19980512,1923
Federated Investors,19980513,1957
Frontline Communications Corp,19980513,1997
Ursus Telecom Corporation,19980513,1993
"GLB Bancorp Inc, Mentor, Ohio",19980514,1994
Havana Group Inc,19980514,1957
IBS Interactive Inc,19980514,1995
UniCapital Corporation,19980514,1972
Guaranty Bancshares Inc,19980518,1969
L-3 Communications Holdings,19980518,1977
Blue Rhino Corp,19980519,1994
Professional Detailing Inc,19980519,1988
American Xtal Technology,19980520,1986
Carreker-Antinori Inc,19980520,1988
ResortQuest International,19980520,1997
COM21 Inc,19980521,1992
NEFF Corp,19980521,1988
Atlantic Data Services Inc,19980522,1980
Waste Connections Inc,19980522,1997
Capstar Broadcasting Corp,19980526,1996
SQL Financials International,19980526,1991
United Financial Mortgage,19980526,1986
American Aircarriers Support,19980528,1985
AnswerThink Consulting Group,19980528,1997
Registry Magic Inc,19980528,1995
RiboGene Inc,19980528,1989
Balance Bar Co,19980602,1992
Ultimate Software Group,19980602,1990
MarineMax,19980603,1971
Cleveland Indians Baseball,19980604,1901
LandCARE USA Inc,19980604,1997
Rainbow Rentals,19980605,1986
Inktomi Corporation,19980609,1996
InterCept Group Inc,19980609,1996
Navigant International Inc,19980609,1983
School Specialty Inc,19980609,1960
Conrad Industries,19980610,1948
Gerber Childrenswear(Gerber),19980610,1989
Master Graphics Inc,19980610,1968
MicroStrategy Inc,19980610,1989
Paradigm Geophysical Ltd,19980610,1988
VI Technologies Inc,19980610,1992
Hastings Entertainment Inc,19980611,1968
NetGravity Inc,19980611,1995
"Pointe Financial Corp, FL",19980611,1993
Asymetrix Learning Systems Inc,19980612,1984
HLM Design Inc,19980612,1997
Bebe Stores Inc,19980616,1976
Showpower Inc,19980616,1991
Gildan Activewear Inc,19980617,1984
Global Imaging Systems Inc,19980617,1994
Unigraphics Solutions Inc,19980617,1991
software.net Corp,19980617,1994
Colorado Business Bankshares,19980618,1980
Restoration Hardware Inc,19980618,1987
Rosedale Decorative Products,19980618,1913
Amdocs Ltd,19980619,1982
Cognizant Technology Solutions,19980619,1994
Interplay Entertainment,19980619,1982
Transportation Components Inc,19980619,1997
Hines Horticulture Inc,19980622,1920
International Integration Inc,19980622,1981
Ragen MacKenzie Group Inc,19980622,1998
Blue River Bancshares Inc,19980623,1937
Washington Banking Company,19980623,1961
SCC Communications Corp,19980624,1979
Transnational Financial Corp,19980624,1985
Aurora Foods Inc,19980625,1901
King Pharmaceuticals Inc,19980625,1993
Technisource Inc,19980625,1987
ACLN Ltd,19980626,1978
Cumulus Media Inc,19980626,1941
Celestica Inc,19980629,1923
LMI Aerospace Inc,19980629,1948
MIPS Technologies Inc,19980629,1992
Allegiance Telecom Inc,19980630,1997
Citadel Communications Corp,19980630,1991
Republic Services Inc,19980630,1975
Realty Information Group Inc,19980701,1987
Abgenix Inc,19980702,1996
Collateral Therapeutics Inc,19980702,1995
Horizon Organic Holding Corp,19980702,1991
Emultek,19980707,1993
Knight Trimark Group,19980708,1986
Adams Golf Inc,19980709,1987
Cash Technologies Inc,19980709,1995
Point of Sale Ltd,19980710,1982
American Bank Note Holograph,19980714,1993
